scenario,maneuver,metric,method_a,method_b,raw_p_paired,corrected_p_paired,significant_paired,marker_paired,cohens_d
1a,stem_right,ttc_p10_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,ttc_p10_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,ttc_p10_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,ttc_p10_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,ttc_p10_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,ttc_p10_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_entropy_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_entropy_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_entropy_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_entropy_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_entropy_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,hard_brakes_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,hard_brakes_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,hard_brakes_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,hard_brakes_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,hard_brakes_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,row_violations_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,row_violations_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,row_violations_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,row_violations_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,row_violations_per_ep_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
