scenario,variant,pinn_placement,use_l_ego,use_safety_filter,use_intent,lambda_phys,seed,eval_mode,mean_return,std_return,collision_rate,pothole_hits_mean,mean_ttc,min_ttc
2,pinn_critic,critic,False,False,False,0.05,42,deterministic,-42.69995999999979,112.70443586691034,0.0,0.0,559.9462666458599,0.19727553436573636
2,pinn_critic,critic,False,False,False,0.05,42,stochastic,-2.2904399999999843,135.94719336244648,0.0,0.0,345.38390576251624,2.4975891185848886
2,pinn_critic,critic,False,False,False,0.05,123,deterministic,-71.53301999999911,148.4779652615821,0.0,0.0,91.33174326986948,0.006802960951486008
2,pinn_critic,critic,False,False,False,0.05,123,stochastic,0.8682599999999613,106.0286942371375,0.0,0.0,285.6794357339889,5.006404065622401
2,pinn_critic,critic,False,False,False,0.05,456,deterministic,-55.020599999999995,182.0142900508633,0.02,0.0,248.75292334065645,0.366166456879935
2,pinn_critic,critic,False,False,False,0.05,456,stochastic,31.55771999999989,130.92989061479264,0.0,0.0,287.69661197807,2.380668007229852
2,pinn_critic,critic,False,False,False,0.05,789,deterministic,-45.647940000000744,163.40937444399015,0.06,0.0,88.24171107700964,0.6607247082816855
2,pinn_critic,critic,False,False,False,0.05,789,stochastic,-26.26392000000016,126.26370537028266,0.0,0.0,220.19194431081723,0.9314313075897911
2,pinn_critic,critic,False,False,False,0.05,999,deterministic,9.41400000000131,88.34833794203573,0.0,0.0,102.8024397720897,0.21242350076338712
2,pinn_critic,critic,False,False,False,0.05,999,stochastic,-35.881080000000026,99.82209368047529,0.0,0.0,615.6223995159407,4.756329729766388
2,pinn_critic,critic,False,False,False,0.1,42,deterministic,22.921340000000747,118.93347695121116,0.08,0.0,42.175542439148565,0.23880823842679544
2,pinn_critic,critic,False,False,False,0.1,42,stochastic,-32.09344000000001,111.57929302234527,0.0,0.0,412.4221666999549,4.008408689496774
2,pinn_critic,critic,False,False,False,0.1,123,deterministic,44.815200000000544,112.9599948990793,0.04,0.0,62.9440046825181,0.19965306602017535
2,pinn_critic,critic,False,False,False,0.1,123,stochastic,5.689219999999986,133.88851241137746,0.0,0.0,179.4595780799997,2.651475815851928
