job_id,scenario,variant,pinn_placement,use_l_ego,use_safety_filter,use_ttc,use_stop,use_fric,lambda_phys,seed,use_intent
362,3,pinn_actor,actor,False,False,True,True,True,1.0,456,False
363,3,pinn_actor,actor,False,False,True,True,True,1.0,789,False
364,3,pinn_actor,actor,False,False,True,True,True,1.0,999,False
365,3,pinn_both,both,False,False,True,True,True,0.001,42,False
366,3,pinn_both,both,False,False,True,True,True,0.001,123,False
367,3,pinn_both,both,False,False,True,True,True,0.001,456,False
368,3,pinn_both,both,False,False,True,True,True,0.001,789,False
369,3,pinn_both,both,False,False,True,True,True,0.001,999,False
370,3,pinn_both,both,False,False,True,True,True,0.01,42,False
371,3,pinn_both,both,False,False,True,True,True,0.01,123,False
372,3,pinn_both,both,False,False,True,True,True,0.01,456,False
373,3,pinn_both,both,False,False,True,True,True,0.01,789,False
374,3,pinn_both,both,False,False,True,True,True,0.01,999,False
375,3,pinn_both,both,False,False,True,True,True,0.05,42,False
376,3,pinn_both,both,False,False,True,True,True,0.05,123,False
377,3,pinn_both,both,False,False,True,True,True,0.05,456,False
378,3,pinn_both,both,False,False,True,True,True,0.05,789,False
379,3,pinn_both,both,False,False,True,True,True,0.05,999,False
380,3,pinn_both,both,False,False,True,True,True,0.1,42,False
381,3,pinn_both,both,False,False,True,True,True,0.1,123,False
382,3,pinn_both,both,False,False,True,True,True,0.1,456,False
383,3,pinn_both,both,False,False,True,True,True,0.1,789,False
384,3,pinn_both,both,False,False,True,True,True,0.1,999,False
385,3,pinn_both,both,False,False,True,True,True,0.2,42,False
386,3,pinn_both,both,False,False,True,True,True,0.2,123,False
387,3,pinn_both,both,False,False,True,True,True,0.2,456,False
388,3,pinn_both,both,False,False,True,True,True,0.2,789,False
389,3,pinn_both,both,False,False,True,True,True,0.2,999,False
390,3,pinn_both,both,False,False,True,True,True,0.5,42,False
391,3,pinn_both,both,False,False,True,True,True,0.5,123,False
392,3,pinn_both,both,False,False,True,True,True,0.5,456,False
393,3,pinn_both,both,False,False,True,True,True,0.5,789,False
394,3,pinn_both,both,False,False,True,True,True,0.5,999,False
395,3,pinn_both,both,False,False,True,True,True,1.0,42,False
396,3,pinn_both,both,False,False,True,True,True,1.0,123,False
397,3,pinn_both,both,False,False,True,True,True,1.0,456,False
398,3,pinn_both,both,False,False,True,True,True,1.0,789,False
399,3,pinn_both,both,False,False,True,True,True,1.0,999,False
400,3,pinn_ego,critic,True,False,True,True,True,0.001,42,False
401,3,pinn_ego,critic,True,False,True,True,True,0.001,123,False
402,3,pinn_ego,critic,True,False,True,True,True,0.001,456,False
403,3,pinn_ego,critic,True,False,True,True,True,0.001,789,False
404,3,pinn_ego,critic,True,False,True,True,True,0.001,999,False
405,3,pinn_ego,critic,True,False,True,True,True,0.01,42,False
406,3,pinn_ego,critic,True,False,True,True,True,0.01,123,False
407,3,pinn_ego,critic,True,False,True,True,True,0.01,456,False
408,3,pinn_ego,critic,True,False,True,True,True,0.01,789,False
409,3,pinn_ego,critic,True,False,True,True,True,0.01,999,False
410,3,pinn_ego,critic,True,False,True,True,True,0.05,42,False
411,3,pinn_ego,critic,True,False,True,True,True,0.05,123,False
412,3,pinn_ego,critic,True,False,True,True,True,0.05,456,False
413,3,pinn_ego,critic,True,False,True,True,True,0.05,789,False
414,3,pinn_ego,critic,True,False,True,True,True,0.05,999,False
415,3,pinn_ego,critic,True,False,True,True,True,0.1,42,False
416,3,pinn_ego,critic,True,False,True,True,True,0.1,123,False
417,3,pinn_ego,critic,True,False,True,True,True,0.1,456,False
418,3,pinn_ego,critic,True,False,True,True,True,0.1,789,False
419,3,pinn_ego,critic,True,False,True,True,True,0.1,999,False
420,3,pinn_ego,critic,True,False,True,True,True,0.2,42,False
421,3,pinn_ego,critic,True,False,True,True,True,0.2,123,False
